STARTDATE,VOLTS,PRICE,PRICEAVG
7/26/2009 7:19:45 PM,1.833333333,134.5205,134.5175
7/26/2009 7:20:05 PM,4.166666667,134.5198333,134.519
7/26/2009 7:20:10 PM,1.684210526,134.516,134.5192778
7/26/2009 7:20:15 PM,1.947368421,134.5151,134.5184583
7/26/2009 7:20:21 PM,2.315789474,134.5136667,134.5177867
7/26/2009 7:20:44 PM,1.875,134.5106667,134.5171
7/26/2009 7:20:45 PM,2.083333333,134.5100714,134.516181
7/26/2009 7:21:00 PM,3.736842105,134.509625,134.5154173
7/26/2009 7:21:00 PM,3.736842105,134.509625,134.5147737
7/26/2009 7:21:01 PM,4.105263158,134.5099444,134.5142588
7/26/2009 7:21:04 PM,3.95,134.5109,134.5138666
7/26/2009 7:21:11 PM,4,134.5114,134.5136194
7/26/2009 7:21:11 PM,4,134.5114,134.5134487
7/26/2009 7:21:24 PM,5.272727273,134.5105,134.5133023
7/26/2009 7:21:24 PM,5.272727273,134.5105,134.5131155
7/26/2009 7:22:00 PM,7.090909091,134.5104,134.512952
7/26/2009 7:22:00 PM,7.090909091,134.5104,134.5128019
7/26/2009 7:22:01 PM,7.233333333,134.5069545,134.5126685
7/26/2009 7:22:01 PM,7.233333333,134.5069545,134.5123677
7/26/2009 7:22:01 PM,7.233333333,134.5069545,134.5120971
7/26/2009 7:22:45 PM,6.761904762,134.501,134.5118522
7/26/2009 7:22:48 PM,7.19047619,134.5010714,134.5113589
7/26/2009 7:22:58 PM,7.111111111,134.50225,134.5109116
7/26/2009 7:23:00 PM,8.266666667,134.5029,134.5105507
7/26/2009 7:23:00 PM,8.266666667,134.5029,134.5102447
7/26/2009 7:23:01 PM,6.231884058,134.507,134.5099622
7/26/2009 7:23:01 PM,6.231884058,134.507,134.5098525
7/26/2009 7:23:01 PM,6.231884058,134.507,134.5097506
7/26/2009 7:23:05 PM,4.923076923,134.5102222,134.5096558
7/26/2009 7:23:06 PM,5.230769231,134.51095,134.5096747
7/26/2009 7:23:07 PM,5.307692308,134.5108182,134.5097158
7/26/2009 7:23:49 PM,5.608695652,134.51265,134.5097503
7/26/2009 7:23:54 PM,7.565217391,134.5127692,134.5098381
7/26/2009 7:23:54 PM,7.565217391,134.5127692,134.5099243
7/26/2009 7:23:54 PM,7.565217391,134.5127692,134.5100056
7/26/2009 7:23:55 PM,14.48275862,134.51,134.5100824
7/26/2009 7:23:55 PM,14.48275862,134.51,134.5100802
7/26/2009 7:23:55 PM,14.48275862,134.51,134.510078
7/26/2009 7:23:55 PM,14.48275862,134.51,134.510076
7/26/2009 7:23:55 PM,14.48275862,134.51,134.5100741
7/26/2009 7:23:55 PM,14.48275862,134.51,134.5100723
7/26/2009 7:24:01 PM,26.24137931,134.5102708,134.5100919
7/26/2009 7:24:01 PM,26.24137931,134.5102708,134.5100992
7/26/2009 7:24:01 PM,26.24137931,134.5102708,134.5100956
7/26/2009 7:24:01 PM,26.24137931,134.5102708,134.5100706
7/26/2009 7:24:01 PM,26.24137931,134.5102708,134.510084
7/26/2009 7:24:01 PM,26.24137931,134.5102708,134.5100753
7/26/2009 7:24:01 PM,26.24137931,134.5102708,134.5100797
7/26/2009 7:24:01 PM,26.24137931,134.5102708,134.510088
7/26/2009 7:24:02 PM,30.24,134.5091,134.5101026
7/26/2009 7:24:02 PM,30.24,134.5091,134.510083
7/26/2009 7:24:02 PM,30.24,134.5091,134.5100641
7/26/2009 7:24:02 PM,30.24,134.5091,134.5100459
7/26/2009 7:24:04 PM,30.32,134.5091154,134.5100284
7/26/2009 7:24:05 PM,30.4,134.5092857,134.5100118
7/26/2009 7:24:05 PM,30.4,134.5092857,134.5099988
7/26/2009 7:24:08 PM,30.12,134.5086923,134.5099863
7/26/2009 7:24:09 PM,31.16,134.50925,134.509964
7/26/2009 7:24:09 PM,31.16,134.50925,134.5099519
7/26/2009 7:24:10 PM,25.25806452,134.5098448,134.5099402
7/26/2009 7:24:11 PM,20.5,134.5123788,134.5099386
7/26/2009 7:24:11 PM,20.5,134.5123788,134.509978
7/26/2009 7:24:11 PM,20.5,134.5123788,134.5100161
7/26/2009 7:24:11 PM,20.5,134.5123788,134.510053
7/26/2009 7:24:12 PM,18.39,134.5147639,134.5100888
7/26/2009 7:24:12 PM,18.39,134.5147639,134.5102283
7/26/2009 7:24:12 PM,18.39,134.5147639,134.5101596
7/26/2009 7:25:44 PM,2.363636364,134.5361667,134.5107038
7/26/2009 7:25:44 PM,2.363636364,134.5361667,134.5110676
7/26/2009 7:25:56 PM,2.363636364,134.53475,134.5114211
7/26/2009 7:25:57 PM,3.272727273,134.5339,134.5117451
7/26/2009 7:26:00 PM,6,134.5343571,134.5120486
7/26/2009 7:26:00 PM,6,134.5343571,134.51235
7/26/2009 7:26:04 PM,7.818181818,134.5340556,134.5129252
7/26/2009 7:26:04 PM,7.818181818,134.5340556,134.5126435
7/26/2009 7:26:06 PM,9.636363636,134.5338636,134.5131996
7/26/2009 7:26:06 PM,9.636363636,134.5338636,134.5134646
7/26/2009 7:26:08 PM,11.45454545,134.5337308,134.5137228
7/26/2009 7:26:08 PM,11.45454545,134.5337308,134.5139729
7/26/2009 7:26:10 PM,12,134.5338571,134.5142168
7/26/2009 7:26:12 PM,12.45454545,134.5335667,134.5144563
7/26/2009 7:26:22 PM,10.52631579,134.5326667,134.5146866
7/26/2009 7:26:22 PM,10.52631579,134.5326667,134.5149006
7/26/2009 7:26:22 PM,10.52631579,134.5326667,134.5151096
7/26/2009 7:26:27 PM,9.064516129,134.5303571,134.5153138
7/26/2009 7:26:27 PM,9.064516129,134.5303571,134.5156557
7/26/2009 7:26:27 PM,9.064516129,134.5303571,134.5154867
7/26/2009 7:26:58 PM,8.290322581,134.5285,134.5158209
7/26/2009 7:27:04 PM,7.548387097,134.526125,134.5159617
7/26/2009 7:27:05 PM,5.684210526,134.5233,134.5160734
7/26/2009 7:27:07 PM,5.184210526,134.5202143,134.516152
7/26/2009 7:27:08 PM,6.036363636,134.5116053,134.5160522
7/26/2009 7:27:08 PM,6.036363636,134.5116053,134.5160064
7/26/2009 7:27:08 PM,6.036363636,134.5116053,134.516099
7/26/2009 7:27:08 PM,6.036363636,134.5116053,134.5161468
7/26/2009 7:27:08 PM,6.036363636,134.5116053,134.5161956
7/26/2009 7:27:09 PM,6.163636364,134.50625,134.5158633
7/26/2009 7:27:09 PM,6.163636364,134.50625,134.5157672
7/26/2009 7:27:09 PM,6.163636364,134.50625,134.5159614
7/26/2009 7:27:10 PM,6.290909091,134.5056905,134.515673
7/26/2009 7:27:14 PM,6.722222222,134.5023095,134.5155751
7/26/2009 7:27:14 PM,6.722222222,134.5023095,134.5154463
7/26/2009 7:27:17 PM,6.907407407,134.5020909,134.51532
7/26/2009 7:27:25 PM,6.428571429,134.49745,134.515194
7/26/2009 7:27:26 PM,6.510204082,134.4967381,134.5150266
7/26/2009 7:27:27 PM,6.294117647,134.4951522,134.5148557
7/26/2009 7:27:27 PM,6.294117647,134.4951522,134.5146733
7/26/2009 7:27:29 PM,6.256410256,134.4912619,134.5144942
7/26/2009 7:27:30 PM,5.837209302,134.4904545,134.514283
7/26/2009 7:27:32 PM,5.8,134.4866923,134.5140683
7/26/2009 7:27:32 PM,5.8,134.4866923,134.5138239
7/26/2009 7:27:32 PM,5.8,134.4866923,134.5135838
7/26/2009 7:27:32 PM,5.8,134.4866923,134.5133479
7/26/2009 7:27:33 PM,5.945454545,134.4855714,134.5131161
7/26/2009 7:27:33 PM,5.945454545,134.4855714,134.5128786
7/26/2009 7:27:34 PM,5.945454545,134.4851552,134.5126452
7/26/2009 7:27:35 PM,5.963636364,134.4847667,134.5124123
7/26/2009 7:27:36 PM,6.072727273,134.484371,134.51218
7/26/2009 7:27:38 PM,6.206896552,134.4830455,134.5119482
7/26/2009 7:27:38 PM,6.206896552,134.4830455,134.5117093
7/26/2009 7:27:40 PM,6.379310345,134.4824706,134.5114744
7/26/2009 7:27:41 PM,5.726027397,134.4797973,134.5112386
7/26/2009 7:27:41 PM,5.726027397,134.4797973,134.510985
7/26/2009 7:27:41 PM,5.726027397,134.4797973,134.5107355
7/26/2009 7:27:42 PM,5.767123288,134.479,134.51049
7/26/2009 7:27:43 PM,5.863013699,134.4781667,134.510242
7/26/2009 7:27:45 PM,5.890410959,134.4769634,134.5099915
7/26/2009 7:27:45 PM,5.890410959,134.4769634,134.5097354
7/26/2009 7:27:48 PM,5.931506849,134.4764286,134.5094833
7/26/2009 7:27:49 PM,6.630136986,134.4751,134.509231
7/26/2009 7:27:49 PM,6.630136986,134.4751,134.5089724
7/26/2009 7:27:49 PM,6.630136986,134.4751,134.5087178
7/26/2009 7:27:50 PM,6.849315068,134.474117,134.5084669
7/26/2009 7:27:50 PM,6.849315068,134.474117,134.5082124
7/26/2009 7:27:51 PM,6.904109589,134.4737917,134.5079617
7/26/2009 7:28:00 PM,10.49180328,134.4717353,134.5074516
7/26/2009 7:28:00 PM,10.49180328,134.4717353,134.5071947
7/26/2009 7:28:00 PM,10.49180328,134.4717353,134.5077123
7/26/2009 7:28:00 PM,10.49180328,134.4717353,134.5069414
7/26/2009 7:28:01 PM,10.34645669,134.4714231,134.5066917
7/26/2009 7:28:05 PM,10.76033058,134.4706731,134.5064433
7/26/2009 7:28:08 PM,10.72727273,134.4694608,134.5061932
7/26/2009 7:28:25 PM,9.806451613,134.4629878,134.5059381
7/26/2009 7:28:25 PM,9.806451613,134.4629878,134.5056419
7/26/2009 7:28:32 PM,13.38461538,134.46025,134.5053497
7/26/2009 7:28:34 PM,11.2,134.4589839,134.5050429
7/26/2009 7:28:37 PM,12.23728814,134.457569,134.5047317
7/26/2009 7:28:43 PM,9.857142857,134.458587,134.5044152
7/26/2009 7:28:44 PM,10.46153846,134.4592826,134.5041097
7/26/2009 7:28:46 PM,10.73076923,134.4598182,134.5038128
7/26/2009 7:28:52 PM,8.5,134.4606765,134.5035234
7/26/2009 7:28:52 PM,8.5,134.4606765,134.5032433
